auto_id,quoteid,created_at,stage
2629,2347757,2024-12-04 22:33:26,New Quote with Stage Created
2630,2347757,2024-12-04 23:00:03,Add Product: 10 Hours Coach - Arrive at Auckland I
2631,2347757,2024-12-04 23:00:03,Add Product: Lunch at Indian Restaurant
2632,2347757,2024-12-04 23:00:03,Add Product: Auckland Orientation City Tour 
2633,2347757,2024-12-04 23:00:03,Add Product: Dinner at Indian restaurant
2634,2347757,2024-12-04 23:00:03,Add Product: Mercure Auckland Queen Street with Br
2635,2347757,2024-12-04 23:09:12,Add Product: 12 - Hours Coach - Full Day trip toPa
2636,2347757,2024-12-04 23:09:12,Add Product: Fullers GreatSights - Hole in the Roc
2637,2347757,2024-12-04 23:09:12,Add Product: Lunch at Indian Restaurant
2638,2347757,2024-12-04 23:09:12,Add Product: Dinner at Indian restaurant
2639,2347757,2024-12-04 23:09:12,Add Product: Mercure Auckland Queen Street with Br
2640,2347757,2024-12-04 23:10:05,Delete Product: 12 - Hours Coach - Full Day trip t
2641,2347757,2024-12-04 23:34:40,Add Product: 10 Hours Coach - Loach Sightseeing 
2642,2347757,2024-12-04 23:34:40,Add Product: Lunch at Indian Restaurant
2643,2347757,2024-12-04 23:34:40,Add Product: Eden park stadium Tour
2644,2347757,2024-12-04 23:34:40,Add Product: Dinner at Indian restaurant
2645,2347757,2024-12-04 23:34:40,Add Product: Mercure Auckland Queen Street with Br
2646,2347757,2024-12-04 23:38:15,Add Product: Auckland to Rotorua - Via Waitomo & H
2647,2347757,2024-12-04 23:38:15,Add Product: Waitomo Glowworm Caves - Admission En
2648,2347757,2024-12-04 23:38:15,Add Product: Roselands Resort Indian menu (2023-20
2649,2347757,2024-12-04 23:38:16,Add Product: Hobbiton Movie Set Tours - Admission 
2650,2347757,2024-12-04 23:38:16,Add Product: Distinction Rotorua Hotel & Conferenc
2651,2347757,2024-12-04 23:40:04,Add Product: Dinner at Indian restaurant
2652,2347757,2024-12-04 23:49:44,Add Product: 10 Hours Coach - Local Sightseeing 
2653,2347757,2024-12-04 23:49:44,Add Product: 1A-FLIGHT EXPERIENCE l BY FLOATPLANE|
2654,2347757,2024-12-04 23:49:44,Add Product: Lunch at Indian Restaurant
2655,2347757,2024-12-04 23:49:44,Add Product: Private Sky View Pool | 30 Mins
2656,2347757,2024-12-04 23:49:44,Add Product: Te Pō combo (Guided experience + Indi
2657,2347757,2024-12-04 23:49:44,Add Product: Distinction Rotorua Hotel & Conferenc
2658,2347757,2024-12-04 23:51:43,Add Product: Rotorua Hotel to Auckland Hotel Trans
2659,2347757,2024-12-04 23:51:43,Add Product: Lunch at Indian Restaurant
2660,2347757,2024-12-04 23:51:43,Add Product: Dinner at Indian restaurant
2661,2347757,2024-12-05 00:27:08,Add Product: 12 Hours Coach - Full Day Visit to Pa
2662,2347757,2024-12-05 00:44:25,Add Product: Orbit 360° Dining - D1 set menu 3 cou
2663,2347757,2024-12-05 00:45:49,Delete Product: Dinner at Indian restaurant
2664,2347757,2024-12-07 00:16:09,Add Product: Hotel Stay - JW Marriott Auckland or 
2665,2347757,2024-12-07 00:16:09,Add Product: Hotel Stay - JW Marriott Auckland or 
2666,2347757,2024-12-07 00:16:09,Add Product: Hotel Stay - JW Marriott Auckland or 
2667,2347757,2024-12-07 00:16:09,Add Product: Hotel Stay - Pullman Hotel Rotorua or
2668,2347757,2024-12-07 00:16:09,Add Product: Hotel Stay - Pullman Hotel Rotorua or
2669,2347757,2024-12-07 00:17:33,Delete Product: Mercure Auckland Queen Street with
2670,2347757,2024-12-07 00:18:51,Delete Product: Mercure Auckland Queen Street with
2671,2347757,2024-12-07 00:20:20,Delete Product: Distinction Rotorua Hotel & Confer
2672,2347757,2024-12-07 00:21:46,Delete Product: Distinction Rotorua Hotel & Confer
2705,2347758,2024-12-04 22:33:26,New Quote with Stage Created
2706,2347758,2024-12-04 23:00:03,Add Product: 10 Hours Coach - Arrive at Auckland I
2707,2347758,2024-12-04 23:00:03,Add Product: Lunch at Indian Restaurant
2708,2347758,2024-12-04 23:00:03,Add Product: Auckland Orientation City Tour 
2709,2347758,2024-12-04 23:00:03,Add Product: Dinner at Indian restaurant
2710,2347758,2024-12-04 23:00:03,Add Product: Mercure Auckland Queen Street with Br
2711,2347758,2024-12-04 23:09:12,Add Product: 12 - Hours Coach - Full Day trip toPa
2712,2347758,2024-12-04 23:09:12,Add Product: Fullers GreatSights - Hole in the Roc
2713,2347758,2024-12-04 23:09:12,Add Product: Lunch at Indian Restaurant
2714,2347758,2024-12-04 23:09:12,Add Product: Dinner at Indian restaurant
2715,2347758,2024-12-04 23:09:12,Add Product: Mercure Auckland Queen Street with Br
2716,2347758,2024-12-04 23:10:05,Delete Product: 12 - Hours Coach - Full Day trip t
2717,2347758,2024-12-04 23:34:40,Add Product: 10 Hours Coach - Loach Sightseeing 
2718,2347758,2024-12-04 23:34:40,Add Product: Lunch at Indian Restaurant
2719,2347758,2024-12-04 23:34:40,Add Product: Eden park stadium Tour
2720,2347758,2024-12-04 23:34:40,Add Product: Dinner at Indian restaurant
2721,2347758,2024-12-04 23:34:40,Add Product: Mercure Auckland Queen Street with Br
2722,2347758,2024-12-04 23:38:15,Add Product: Auckland to Rotorua - Via Waitomo & H
2723,2347758,2024-12-04 23:38:15,Add Product: Waitomo Glowworm Caves - Admission En
2724,2347758,2024-12-04 23:38:15,Add Product: Roselands Resort Indian menu (2023-20
2725,2347758,2024-12-04 23:38:16,Add Product: Hobbiton Movie Set Tours - Admission 
2726,2347758,2024-12-04 23:38:16,Add Product: Distinction Rotorua Hotel & Conferenc
2727,2347758,2024-12-04 23:40:04,Add Product: Dinner at Indian restaurant
2728,2347758,2024-12-04 23:49:44,Add Product: 10 Hours Coach - Local Sightseeing 
2729,2347758,2024-12-04 23:49:44,Add Product: 1A-FLIGHT EXPERIENCE l BY FLOATPLANE|
2730,2347758,2024-12-04 23:49:44,Add Product: Lunch at Indian Restaurant
2731,2347758,2024-12-04 23:49:44,Add Product: Private Sky View Pool | 30 Mins
2732,2347758,2024-12-04 23:49:44,Add Product: Te Pō combo (Guided experience + Indi
2733,2347758,2024-12-04 23:49:44,Add Product: Distinction Rotorua Hotel & Conferenc
2734,2347758,2024-12-04 23:51:43,Add Product: Rotorua Hotel to Auckland Hotel Trans
2735,2347758,2024-12-04 23:51:43,Add Product: Lunch at Indian Restaurant
2736,2347758,2024-12-04 23:51:43,Add Product: Dinner at Indian restaurant
2737,2347758,2024-12-05 00:27:08,Add Product: 12 Hours Coach - Full Day Visit to Pa
2738,2347758,2024-12-05 00:44:25,Add Product: Orbit 360° Dining - D1 set menu 3 cou
2739,2347758,2024-12-05 00:45:49,Delete Product: Dinner at Indian restaurant
2740,2347758,2024-12-07 00:16:09,Add Product: Hotel Stay - JW Marriott Auckland or 
2741,2347758,2024-12-07 00:16:09,Add Product: Hotel Stay - JW Marriott Auckland or 
2742,2347758,2024-12-07 00:16:09,Add Product: Hotel Stay - JW Marriott Auckland or 
2743,2347758,2024-12-07 00:16:09,Add Product: Hotel Stay - Pullman Hotel Rotorua or
2744,2347758,2024-12-07 00:16:09,Add Product: Hotel Stay - Pullman Hotel Rotorua or
2745,2347758,2024-12-07 00:17:33,Delete Product: Mercure Auckland Queen Street with
2746,2347758,2024-12-07 00:18:51,Delete Product: Mercure Auckland Queen Street with
2747,2347758,2024-12-07 00:20:20,Delete Product: Distinction Rotorua Hotel & Confer
2748,2347758,2024-12-07 00:21:46,Delete Product: Distinction Rotorua Hotel & Confer
2749,2347758,2024-12-07 00:24:14,Delete Product: Mercure Auckland Queen Street with
2750,2347758,2024-12-07 00:31:11,Add Product: Gala Dinner at Restaurant / Venue
2751,2347758,2024-12-07 00:42:21,Add Product: Arrive Auckland - Transfer from Auckl
2752,2347758,2024-12-07 00:42:21,Add Product: Driver Cum Guide Auckland City Tour 
2753,2347758,2024-12-07 00:42:36,Delete Product: 10 Hours Coach - Arrive at Aucklan
2754,2347758,2024-12-07 00:42:57,Delete Product: Auckland Orientation City Tour 
2755,2347758,2024-12-07 00:46:10,Add Product: Coach for 10 Hrs - Sea Life Aquarium 
2756,2347758,2024-12-07 00:47:02,Delete Product: 12 Hours Coach - Full Day Visit to
2757,2347758,2024-12-07 00:47:47,Delete Product: Fullers GreatSights - Hole in the 
2758,2347758,2024-12-07 00:48:09,Add Product: Sky Tower Observation Deck Ticket
2759,2347758,2024-12-07 00:49:50,Delete Product: Te Pō combo (Guided experience + I
2760,2347758,2024-12-07 00:52:03,Add Product: Te Pō (Indigenous Evening Experience)
2761,2347758,2024-12-07 00:58:01,Delete Product: Dinner at Indian restaurant
2787,2347761,2024-10-06 00:27:05,Accepted - Groups
2788,2347761,2024-12-06 12:54:51,Add Product: Sudima Lake Rotorua Hotel with Breakf
2789,2347761,2024-12-06 12:54:51,Add Product: Sudima Lake Rotorua Hotel with Breakf
2790,2347761,2024-12-06 12:56:14,Delete Product: Rydges Rotorua
2791,2347761,2024-12-06 12:59:26,Add Product: Kingsgate Hotel Autolodge Paihia with
2792,2347761,2024-12-06 12:59:26,Add Product: Kingsgate Hotel Autolodge Paihia with
2793,2347761,2024-12-06 13:00:38,Delete Product:  Scenic Hotel BOI 
2794,2347761,2024-12-06 13:01:15,Delete Product: Scenic Hotel BOI
2795,2347761,2024-12-06 13:04:30,Add Product: Helicopter Ride with Snow Landing - 2
2796,2347761,2024-12-06 13:05:08,Delete Product: Helicopter Ride with Snow Landing 
2797,2347761,2024-12-06 13:06:34,Delete Product: Rydges Rotorua
2798,2347761,2024-12-06 22:52:02,Change Stage to Accepted - Groups
2799,2347761,2024-12-07 03:47:22,Add Product: Hotel Stay - Holiday inn Frankton or 
2800,2347761,2024-12-07 03:47:22,Add Product: Hotel Stay - Holiday inn Frankton or 
2801,2347761,2024-12-07 03:47:22,Add Product: Hotel Stay - Holiday inn Frankton or 
2802,2347761,2024-12-07 03:47:23,Add Product: Hotel Stay - Fable Hotel Christchurch
2803,2347761,2024-12-07 03:47:23,Add Product: Hotel Stay - Copthorne Hotel Bay of I
2804,2347761,2024-12-07 03:47:23,Add Product: Hotel Stay - Copthorne Hotel Bay of I
2805,2347761,2024-12-07 03:47:23,Add Product: Hotel Stay - Sudima Lake Rotorua or S
2806,2347761,2024-12-07 03:47:23,Add Product: Hotel Stay - Sudima Lake Rotorua or S
2807,2347761,2024-12-07 03:48:36,Delete Product:  Holiday Inn Remarkable Queenstown
2808,2347761,2024-12-07 03:49:43,Delete Product: Holiday Inn Remarkable Queenstown
2809,2347761,2024-12-07 03:50:31,Delete Product: Holiday Inn Remarkable Queenstown
2810,2347761,2024-12-07 03:52:11,Delete Product:  Fable Christchurch
2811,2347761,2024-12-07 03:53:21,Delete Product: Kingsgate Hotel Autolodge Paihia w
2812,2347761,2024-12-07 03:55:59,Delete Product: Kingsgate Hotel Autolodge Paihia w
2813,2347761,2024-12-07 03:56:52,Delete Product: Sudima Lake Rotorua Hotel with Bre
2814,2347761,2024-12-07 03:57:28,Delete Product: Sudima Lake Rotorua Hotel with Bre
2874,2347762,2024-12-07 04:21:06,Change Stage to Created
2875,2347762,2024-12-07 04:21:45,Change Stage to Created
2876,2347762,2024-12-07 04:22:46,Add Product: Arrive Auckland - Transfer from Auckl
2877,2347762,2024-12-07 04:22:46,Add Product: Indian Dinner 
2878,2347762,2024-12-07 04:22:46,Add Product: Hotel Stay - SOHO  Auckland or Simila
2879,2347762,2024-12-07 04:24:39,Add Product: Coach for 10 hrs + Auckland City Tour
2880,2347762,2024-12-07 04:24:39,Add Product: Sky Tower Observation Deck Ticket
2881,2347762,2024-12-07 04:24:39,Add Product: Indian Lunch 
2882,2347762,2024-12-07 04:24:39,Add Product: Indian Dinner 
2883,2347762,2024-12-07 04:24:39,Add Product: Hotel Stay - SOHO Auckland or Similar
2884,2347762,2024-12-07 04:31:07,Add Product: Coach for 10 Hrs - Transfer from Auck
2885,2347762,2024-12-07 04:31:07,Add Product: Waitomo GlowWorm Caves - Admission Ti
2886,2347762,2024-12-07 04:31:07,Add Product: Lunch at Roseland 
2887,2347762,2024-12-07 04:31:07,Add Product: Redwood - Nightlights (Fast Pass)
2888,2347762,2024-12-07 04:31:07,Add Product: Indian Dinner
2889,2347762,2024-12-07 04:31:07,Add Product: Hotel Stay - Sudima  Hotel Rotorua or
2890,2347762,2024-12-07 04:36:00,Add Product: Coach for 12 Hrs - Hobbiton Movie Set
2891,2347762,2024-12-07 04:36:00,Add Product: Hobbiton - Tour and Lunch Combo rates
2892,2347762,2024-12-07 04:36:00,Add Product: Te Ra Guided Experience Ticket
2893,2347762,2024-12-07 04:36:00,Add Product: Indian Dinner 
2894,2347762,2024-12-07 04:36:00,Add Product: Hotel Stay - Sudima Hotel Rotorua or 
2895,2347762,2024-12-07 04:38:30,Add Product: Coach for 10 Hrs - Waimangu Volcanic 
2896,2347762,2024-12-07 04:38:30,Add Product: Waimangu Volcanic Valley Self-Guided 
2897,2347762,2024-12-07 04:38:30,Add Product: Indian Lunch 
2898,2347762,2024-12-07 04:38:30,Add Product: Indian Dinner
2899,2347762,2024-12-07 04:38:30,Add Product: Hotel Stay - Sudima Hotel Rotorua or 
2900,2347762,2024-12-07 04:45:22,Add Product: Depart Rotorua - Transfer from Rotoru
2901,2347762,2024-12-07 04:45:22,Add Product: Arrive Queenstown - Transfer from Que
2902,2347762,2024-12-07 04:45:22,Add Product: Skyline Queenstown - Gondola Ticket o
2903,2347762,2024-12-07 04:45:22,Add Product: Indian Lunch 
2904,2347762,2024-12-07 04:45:22,Add Product: K JET | JET BOAT RIDE QUEENSTOWN
2905,2347762,2024-12-07 04:45:22,Add Product: Indian Dinner 
2906,2347762,2024-12-07 04:45:22,Add Product: Hotel Stay - Holiday inn frankton Que
2907,2347762,2024-12-07 04:48:50,Add Product: Coach for 12 Hrs - Full Day Milford S
2908,2347762,2024-12-07 04:48:50,Add Product: Gem of the Sound cruise + Picnic Lunc
2909,2347762,2024-12-07 04:48:50,Add Product: Indian Dinner 
2910,2347762,2024-12-07 04:48:50,Add Product: Transfer from Queenstown to Franz Jos
2911,2347762,2024-12-07 04:48:50,Add Product: Puzzling World | Entry Tickets - illu
2912,2347762,2024-12-07 04:48:51,Add Product: Indian Lunch 
2913,2347762,2024-12-07 04:48:51,Add Product: Indian Dinner 
2914,2347762,2024-12-07 04:48:51,Add Product: Hotel Stay - Scenic Hotel Franz Josef
2915,2347762,2024-12-07 05:19:42,Add Product: Coach for 10 Hrs 
2916,2347762,2024-12-07 05:19:42,Add Product: Fox/ Franz Heli Service - Spectacular
2917,2347762,2024-12-07 05:19:42,Add Product: Indian Lunch 
2918,2347762,2024-12-07 05:19:42,Add Product: Indian Dinner
2919,2347762,2024-12-07 05:19:42,Add Product: Hotel Stay - Scenic Hotel Franz Josef
2920,2347762,2024-12-07 05:23:39,Add Product: Transfer from Franz Josef to Christch
2921,2347762,2024-12-07 05:23:39,Add Product: Indian Lunch 
2922,2347762,2024-12-07 05:23:39,Add Product: Indian Dinner 
2923,2347762,2024-12-07 05:23:39,Add Product: Hotel Stay - Sudima Christchurch Airp
2924,2347762,2024-12-07 05:23:40,Add Product: Coach for 10 Hrs + Christchurch City 
2925,2347762,2024-12-07 05:23:40,Add Product: General Admission to International An
2926,2347762,2024-12-07 05:23:40,Add Product: Indian Lunch 
2927,2347762,2024-12-07 05:23:40,Add Product: Indian Dinner 
2928,2347762,2024-12-07 05:23:40,Add Product: Hotel Stay - Sudima Christchurch Airp
2929,2347762,2024-12-07 05:23:40,Add Product: Depart Christchurch - Transfer from C
2983,2347764,2024-12-07 15:44:43,New Quote with Stage Created
2984,2347764,2024-12-07 15:47:42,Add Product: Arrive Auckland - Transfer from Auckl
2985,2347764,2024-12-07 15:47:42,Add Product: Hotel Stay - JW Marriott Auckland or 
2986,2347764,2024-12-07 15:47:42,Add Product: Coach for 10 Hrs - Auckland City Tour
2987,2347764,2024-12-07 15:47:42,Add Product: Auckland City Tour - Guide for 03 Hrs
2988,2347764,2024-12-07 15:47:42,Add Product: Sky Tower Observation Deck Ticket
2989,2347764,2024-12-07 15:48:48,Add Product: Hotel Stay - JW Marriott Auckland or 
2990,2347764,2024-12-07 15:56:25,Add Product: Coach for 10 Hrs - Waitomo Glowwowm F
2991,2347764,2024-12-07 15:56:25,Add Product: Waitomo GlowWorm Caves - Admission Ti
2992,2347764,2024-12-07 15:56:25,Add Product: Hotel Stay - JW Marriott Auckland or 
2993,2347764,2024-12-07 16:15:11,Add Product: Coach for 12 Hrs  + Hobbiton Movie Se
2994,2347764,2024-12-07 16:15:11,Add Product: Hobbiton - Tour and Lunch Combo rates
2995,2347764,2024-12-07 16:15:11,Add Product: Te Ra Guided Experience Ticket
2996,2347764,2024-12-07 16:15:11,Add Product: Hotel Stay - Pullman Hotel Rotorua or
2997,2347764,2024-12-07 16:15:11,Add Product: Transfer from Rotorua Hotel to Rotoru
2998,2347764,2024-12-07 16:15:11,Add Product: Transfer from Queenstown Airport to Q
2999,2347764,2024-12-07 16:15:11,Add Product: Indian Lunch 
3000,2347764,2024-12-07 16:15:11,Add Product: Hotel Stay - DoubleTree by Hilton Que
3001,2347764,2024-12-07 16:15:11,Add Product: Coach for 12 Hrs - Full Day Milford S
3002,2347764,2024-12-07 16:15:11,Add Product: Milford Sound Nature Cruise Ticket & 
3003,2347764,2024-12-07 16:15:11,Add Product: Hotel Stay - DoubleTree by Hilton Que
3004,2347764,2024-12-07 16:17:33,Add Product: Transfer from Queenstown to Christchu
3005,2347764,2024-12-07 16:17:33,Add Product: Local  Lunch 
3006,2347764,2024-12-07 16:17:33,Add Product: Hotel Stay - Sudima Christchurch City
3007,2347764,2024-12-07 16:17:33,Add Product: Coach for 10 Hrs - Day Trip to Kaikou
3008,2347764,2024-12-07 16:17:33,Add Product: Lunch 
3009,2347764,2024-12-07 16:17:33,Add Product: Hotel Stay - Sudima Christchurch City
3010,2347764,2024-12-07 16:17:33,Add Product: Transfer from Christchurch Hotel to C
3039,2347765,2024-12-05 15:43:42,New Quote with Stage Created
3040,2347765,2024-12-06 01:26:59,Change Stage to Created
3041,2347765,2024-12-06 01:33:53,Add Product: 10 Hours Coach - Auckland Local 
3042,2347765,2024-12-06 01:33:53,Add Product: Sky Tower Observation Deck Ticket
3043,2347765,2024-12-06 01:33:53,Add Product: Lunch at Indian Restaurant
3044,2347765,2024-12-06 01:33:53,Add Product: Dinner at Indian restaurant
3045,2347765,2024-12-06 01:33:53,Add Product: Mercure Auckland Queen Street with Br
3046,2347765,2024-12-06 01:51:00,Add Product: 12 Hours Coach - Waiheke island and s
3047,2347765,2024-12-06 01:51:00,Add Product: Return Waiheke Island ferry - (40 min
3048,2347765,2024-12-06 01:51:00,Add Product: Waiheke Island- Vineyard Explorer
3049,2347765,2024-12-06 01:51:00,Add Product: Auckland Harbour Dinner Cruise
3050,2347765,2024-12-06 01:51:00,Add Product: Mercure Auckland Queen Street with Br
3051,2347765,2024-12-06 01:57:38,Add Product: Auckland Hotel to Auckland Airport Tr
3052,2347765,2024-12-06 01:57:38,Add Product: 08 Hours Coach - Queenstown Local 
3053,2347765,2024-12-06 01:57:38,Add Product: Gibbston Valley Winery Tour - Self  D
3054,2347765,2024-12-06 01:57:38,Add Product: Lunch at Indian Restaurant
3055,2347765,2024-12-06 01:57:38,Add Product: Lunch at Restaurant
3056,2347765,2024-12-06 01:57:38,Add Product: Dinner at Indian restaurant
3057,2347765,2024-12-06 01:59:58,Add Product: Holiday Inn Express & Suites Queensto
3058,2347765,2024-12-06 02:03:18,Add Product: 10 Hours Coach - Quenstown Sightseien
3059,2347765,2024-12-06 02:03:18,Add Product: Skyline Gondola & 3 Luge Rides Ticket
3060,2347765,2024-12-06 02:03:18,Add Product: Onsen Hot Pools - Original Onsen
3061,2347765,2024-12-06 02:03:18,Add Product: Holiday Inn Express & Suites Queensto
3062,2347765,2024-12-06 02:03:18,Add Product: Lunch at Indian Restaurant
3063,2347765,2024-12-06 02:03:18,Add Product: Dinner at Indian restaurant
3064,2347765,2024-12-06 02:08:04,Add Product: 10 Hours Coach - Local Sightseieng 
3065,2347765,2024-12-06 02:08:04,Add Product: REMARKABLES SCENIC HELICOPTER  TOUR -
3066,2347765,2024-12-06 02:08:04,Add Product: Lunch at Indian Restaurant
3067,2347765,2024-12-06 02:08:04,Add Product: Shotover Jet (Ticket)
3068,2347765,2024-12-06 02:08:04,Add Product: Dinner at Indian restaurant
3069,2347765,2024-12-06 02:08:04,Add Product: Holiday Inn Express & Suites Queensto
3070,2347765,2024-12-06 02:12:55,Add Product: 12 Hours Coach - Return Milford Sound
3071,2347765,2024-12-06 02:12:55,Add Product: Milford Sound Nature Cruise Ticket & 
3072,2347765,2024-12-06 02:12:55,Add Product: Dinner at Indian restaurant
3073,2347765,2024-12-06 02:12:55,Add Product: Holiday Inn Express & Suites Queensto
3074,2347765,2024-12-06 02:14:43,Add Product: Queenstown Hotel to Queenstown Airpor
3146,2347767,2024-12-08 20:24:51,New Quote with Stage Created
3147,2347767,2024-12-08 20:28:48,Add Product: Arrive Melbourne - Transfer from Melb
3148,2347767,2024-12-08 20:28:48,Add Product: Indian Dinner 
3149,2347767,2024-12-08 20:28:48,Add Product: Hotel Stay - Element Melbourne Richmo
3150,2347767,2024-12-08 20:28:48,Add Product: Coach for 12 Hrs - Full Day Great Oce
3151,2347767,2024-12-08 20:28:48,Add Product: Lunch at Apollo Bay 
3152,2347767,2024-12-08 20:28:48,Add Product: Indian Dinner 
3153,2347767,2024-12-08 20:28:48,Add Product: Hotel Stay - Element Melbourne Richmo
3154,2347767,2024-12-08 20:30:58,Add Product: Coach for 12 Hrs - Full Day Philip is
3155,2347767,2024-12-08 20:30:58,Add Product: Penguin Parade - Standard Viewing Ent
3156,2347767,2024-12-08 20:30:58,Add Product: Indian / Local Lunch 
3157,2347767,2024-12-08 20:30:58,Add Product: Indian / Local Dinner
3158,2347767,2024-12-08 20:30:58,Add Product: Hotel Stay - Element Melbourne Richmo
3159,2347767,2024-12-08 20:34:56,Add Product: Depart Melbourne - Transfer from Melb
3160,2347767,2024-12-08 20:34:56,Add Product: Coach for 06 Hrs - Airport Transfer +
3161,2347767,2024-12-08 20:34:56,Add Product: One Way Skyrail Experience (No Transf
3162,2347767,2024-12-08 20:34:56,Add Product: Lunch at Kuranda 
3163,2347767,2024-12-08 20:34:56,Add Product: Indian Dinner 
3164,2347767,2024-12-08 20:34:56,Add Product: Hotel Stay - Harbourside cairns or Si
3165,2347767,2024-12-08 20:34:56,Add Product: Return Transfer to Reef Fleet Termina
3166,2347767,2024-12-08 20:34:56,Add Product: FULL DAY GREEN ISLAND REEF CRUISE - F
3167,2347767,2024-12-08 20:34:56,Add Product: Indian Dinner 
3168,2347767,2024-12-08 20:41:41,Add Product: Depart Cairns - Transfer from Cairns 
3169,2347767,2024-12-08 20:41:41,Add Product: Arrive Brisbane - Transfer from Brisb
3170,2347767,2024-12-08 20:41:41,Add Product: Indian Lunch 
3171,2347767,2024-12-08 20:41:41,Add Product: Indian Dinner 
3172,2347767,2024-12-08 20:41:41,Add Product: Hotel Stay - Novotel Surfers paradise
3173,2347767,2024-12-08 20:43:08,Add Product: Return Transfer to Sea World 
3174,2347767,2024-12-08 20:43:08,Add Product: Sea World Admission (Ticket)
3175,2347767,2024-12-08 20:43:08,Add Product: Sea World - Maxi Meal
3176,2347767,2024-12-08 20:43:09,Add Product: Indian Dinner 
3177,2347767,2024-12-08 20:43:09,Add Product: Hotel Stay - Novotel Surfers paradise
3178,2347767,2024-12-08 20:48:02,Add Product: Depart Gold Coast - Transfer from Gol
3179,2347767,2024-12-08 20:48:02,Add Product: Arrive Sydney - Transfer from Sydney 
3180,2347767,2024-12-08 20:48:02,Add Product: Indian Lunch 
3181,2347767,2024-12-08 20:48:02,Add Product: Indian Dinner 
3182,2347767,2024-12-08 20:48:02,Add Product: Hotel Stay - Sydney Central Ascott Li
3183,2347767,2024-12-08 20:48:02,Add Product: Coach for 10 hrs - City Tour (NO GUID
3184,2347767,2024-12-08 20:48:02,Add Product: Sydney Opera House Tour - 1 hour Entr
3185,2347767,2024-12-08 20:48:02,Add Product: Indian Lunch 
3186,2347767,2024-12-08 20:48:02,Add Product: Cluster 2: 2 Attraction Pass - (with 
3187,2347767,2024-12-08 20:48:02,Add Product: Indian Dinner 
3188,2347767,2024-12-08 20:48:02,Add Product: Hotel Stay - Sydney Central Ascott Li
3189,2347767,2024-12-08 20:48:02,Add Product: Depart Sydney - Transfer from Sydney 
3255,2347769,2024-12-08 20:59:35,New Quote with Stage Created
3256,2347769,2024-12-08 21:03:32,Add Product: Arrive Queenstown - Transfer from Que
3257,2347769,2024-12-08 21:03:32,Add Product: Indian Lunch 
3258,2347769,2024-12-08 21:03:32,Add Product: Indian Dinner 
3259,2347769,2024-12-08 21:03:32,Add Product: Hotel Stay - Holiday inn Queenstown R
3260,2347769,2024-12-08 21:03:32,Add Product: Coach for 12 Hrs - Full Day Milford S
3261,2347769,2024-12-08 21:03:32,Add Product: Milford Sound Nature Cruise Ticket & 
3262,2347769,2024-12-08 21:03:32,Add Product: Indian Dinner 
3263,2347769,2024-12-08 21:05:51,Add Product: Coach for 12 Hrs - Arrowtown City Tou
3264,2347769,2024-12-08 21:05:51,Add Product: Indian Lunch 
3265,2347769,2024-12-08 21:05:51,Add Product: K JET | JET BOAT RIDE QUEENSTOWN
3266,2347769,2024-12-08 21:05:51,Add Product: Skyline Queenstown - Gondola Ticket o
3267,2347769,2024-12-08 21:05:51,Add Product: Indian Dinner 
3268,2347769,2024-12-08 21:05:51,Add Product: Hotel Stay - Holiday inn Queenstown R
3269,2347769,2024-12-08 21:05:51,Add Product: Hotel Stay - Holiday inn Queenstown R
3270,2347769,2024-12-08 21:12:34,Add Product: Transfer from Queenstown to Omarama v
3271,2347769,2024-12-08 21:12:34,Add Product: Indian Lunch 
3272,2347769,2024-12-08 21:12:34,Add Product: Puzzling World | Entry Tickets - illu
3273,2347769,2024-12-08 21:12:34,Add Product: Indian Dinner 
3274,2347769,2024-12-08 21:12:34,Add Product: Hotel Stay - Distinction Heritage Gat
3275,2347769,2024-12-08 21:12:34,Add Product: Transfer from Omarama to Christchurch
3276,2347769,2024-12-08 21:12:34,Add Product: Indian / Local Lunch 
3277,2347769,2024-12-08 21:12:34,Add Product: Indian Dinner 
3278,2347769,2024-12-08 21:12:34,Add Product: Hotel Stay - Distinction Hotel Christ
3279,2347769,2024-12-08 21:21:05,Add Product: Depart Christchurch - Transfer from C
3280,2347769,2024-12-08 21:21:05,Add Product: Arrive Rotorua - Transfer from Rotoru
3281,2347769,2024-12-08 21:21:05,Add Product: Indian Lunch 
3282,2347769,2024-12-08 21:21:05,Add Product: Indian Dinner 
3283,2347769,2024-12-08 21:21:05,Add Product: Hotel Stay  Sudima Lake Rotorua or Si
3284,2347769,2024-12-08 21:21:05,Add Product: Coach for 12 Hrs - Hobbiton Movie Set
3285,2347769,2024-12-08 21:21:05,Add Product: Hobbiton - Tour and Lunch Combo rates
3286,2347769,2024-12-08 21:21:05,Add Product: Te Ra Guided Experience Ticket
3287,2347769,2024-12-08 21:21:05,Add Product: Indian Dinner 
3288,2347769,2024-12-08 21:23:31,Add Product: Hotel Stay Sudima Lake Rotorua or Sim
3289,2347769,2024-12-08 21:36:28,Add Product: Transfer from Rotorua to Auckland via
3290,2347769,2024-12-08 21:36:28,Add Product: Waitomo GlowWorm Caves - Admission Ti
3291,2347769,2024-12-08 21:36:28,Add Product: Roselands Resort Indian menu (2023-20
3292,2347769,2024-12-08 21:36:28,Add Product: Indian Dinner 
3293,2347769,2024-12-08 21:36:28,Add Product: Hotel Stay - Holiday inn Express Auck
