file,rows,columns,sha256
daily_runs.csv,11822,8,17b2b0987599268bef7cd1155d21d612be04d39368c92036f743d66c6ab96589
vtiger_payment_history.csv,2339,19,51ff128fa7976ce06b3976147cb94372d6f4f0fca80b67771b6461bbc09907b2
vtiger_quotes.csv,9973,71,082d373f55be5bab6108b3cf3c520d653f8a01229c3b1969430f69af000ff4f5
vtiger_quotescf.csv,9973,51,c015c856dbb41a5b4e9b27532754231c9f8fea51cc659e30a233b445a1f6d2ed
vtiger_quotes_followup.csv,25901,15,13e8d4bb443eeede85f15ba517be952602d3abb81765d31f794ef66a8ba40ece
vtiger_quote_stage_track.csv,221070,5,37efb3d872de26cded36238c8ce6a4f627ae9ef673563d92e080ef56970f4722
vtiger_users.csv,77,15,01648491b3ee1fe3bbe6070120935a16cc7f69e90ed16d6d0a73b8555f82d58b
