auto_id,process_date
1,NULL
4,NULL
5,NULL
7,NULL
9,NULL
12,NULL
18,NULL
19,NULL
20,NULL
26,NULL
33,NULL
37,NULL
38,NULL
42,NULL
43,NULL
50,NULL
56,NULL
58,NULL
66,NULL
72,NULL
91,NULL
97,NULL
98,NULL
102,NULL
108,NULL
110,NULL
130,NULL
138,NULL
139,NULL
150,NULL
152,NULL
158,NULL
161,NULL
168,NULL
169,NULL
174,NULL
176,NULL
178,NULL
181,NULL
184,NULL
194,NULL
204,NULL
206,NULL
209,NULL
212,NULL
214,NULL
218,NULL
228,NULL
230,NULL
235,NULL
236,NULL
240,NULL
243,NULL
244,NULL
246,NULL
248,NULL
249,NULL
254,NULL
255,NULL
261,NULL
267,NULL
271,NULL
274,NULL
277,NULL
278,NULL
284,NULL
285,NULL
291,NULL
292,NULL
294,NULL
297,NULL
302,NULL
305,NULL
309,NULL
314,NULL
324,NULL
325,NULL
332,NULL
335,NULL
336,NULL
338,NULL
347,NULL
349,NULL
350,NULL
351,NULL
353,NULL
354,NULL
361,NULL
362,NULL
364,NULL
370,NULL
372,NULL
377,NULL
378,NULL
379,NULL
383,NULL
391,NULL
392,NULL
393,NULL
396,NULL
398,NULL
399,NULL
423,NULL
432,NULL
434,NULL
435,NULL
437,NULL
438,NULL
443,NULL
446,NULL
449,NULL
450,NULL
451,NULL
455,NULL
459,NULL
461,NULL
467,NULL
468,NULL
471,NULL
472,NULL
478,NULL
479,NULL
480,NULL
484,NULL
489,NULL
494,NULL
496,NULL
497,NULL
501,NULL
503,NULL
508,NULL
510,NULL
512,NULL
515,NULL
520,NULL
527,NULL
532,NULL
537,NULL
538,NULL
539,NULL
546,NULL
549,NULL
551,NULL
552,NULL
558,NULL
560,NULL
561,NULL
570,NULL
572,NULL
576,NULL
579,NULL
582,NULL
587,NULL
594,NULL
596,NULL
608,NULL
609,NULL
611,NULL
613,NULL
625,NULL
627,NULL
629,NULL
630,NULL
636,NULL
638,NULL
643,NULL
644,NULL
649,NULL
650,NULL
651,NULL
652,NULL
654,NULL
662,NULL
666,NULL
670,NULL
674,NULL
675,NULL
679,NULL
685,NULL
686,NULL
691,NULL
694,NULL
695,NULL
697,NULL
700,NULL
706,NULL
709,NULL
712,NULL
719,NULL
720,NULL
723,NULL
726,NULL
727,NULL
730,NULL
731,NULL
733,NULL
734,NULL
735,NULL
737,NULL
738,NULL
741,NULL
742,NULL
745,NULL
750,NULL
751,NULL
756,NULL
762,NULL
763,NULL
768,NULL
770,NULL
772,NULL
775,NULL
778,NULL
779,NULL
790,NULL
792,NULL
793,NULL
796,NULL
798,NULL
799,NULL
803,NULL
806,NULL
809,NULL
813,NULL
815,NULL
820,NULL
821,NULL
824,NULL
825,NULL
826,NULL
828,NULL
833,NULL
834,NULL
836,NULL
840,NULL
841,NULL
843,NULL
844,NULL
850,NULL
853,NULL
857,NULL
858,NULL
860,NULL
861,NULL
866,NULL
867,NULL
868,NULL
870,NULL
871,NULL
874,NULL
875,NULL
877,NULL
884,NULL
890,NULL
893,NULL
902,NULL
906,NULL
909,NULL
914,NULL
922,NULL
924,NULL
927,NULL
928,NULL
932,NULL
939,NULL
946,NULL
947,NULL
949,NULL
950,NULL
956,NULL
964,NULL
969,NULL
970,NULL
971,NULL
973,NULL
976,NULL
977,NULL
984,NULL
987,NULL
988,NULL
990,NULL
995,NULL
997,NULL
998,NULL
1001,NULL
1008,NULL
